code,path,label,lastUpdate,lastModified,dataStart,dataEnd,count
iss_imp,"International sourcing statistics (2002-2020) - experimental statistics > Global value chains and international sourcing statistics > Globalisation in business statistics > Industry, trade and services > Database by themes",Impact level of international sourcing activities by economic activity - collection round 2007 - experimental statistics,2010-02-19,2024-10-14,2007,2007,11766
iss_econ,"International sourcing statistics (2002-2020) - experimental statistics > Global value chains and international sourcing statistics > Globalisation in business statistics > Industry, trade and services > Database by themes",Enterprises by sourcing and economic activity - collection round 2007 - experimental statistics,2010-02-19,2024-10-14,2007,2007,1276
iss_stat,"International sourcing statistics (2002-2020) - experimental statistics > Global value chains and international sourcing statistics > Globalisation in business statistics > Industry, trade and services > Database by themes",Enterprises by sourcing status and enterprise group identification - collection round 2007 - experimental statistics,2010-02-19,2023-12-21,2007,2007,233
iss_func,"International sourcing statistics (2002-2020) - experimental statistics > Global value chains and international sourcing statistics > Globalisation in business statistics > Industry, trade and services > Database by themes",Domestic or international sourcing of different business functions by economic activity - collection round 2007 - experimental statistics,2010-02-19,2024-10-14,2007,2007,15860
ef_ov_kvaa,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Key variables by legal status of holding, size of farm (UAA) and NUTS 2 region",2009-03-27,2023-12-21,1990,2007,250844
ef_ov_kvaaesu,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Key variables by size of farm (UAA), economic size of farm (ESU) and LFA status",2009-07-17,2023-12-21,1990,2007,265399
ef_ov_kvage,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Key variables by age of holder, size of farm (UAA) and LFA status",2009-07-17,2023-12-21,1990,2007,171494
ef_ov_kvesuft,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Key variables by type of farming (1-digit), economic size of farm (ESU) and LFA status",2009-03-27,2023-12-21,2000,2007,168823
ef_ov_kvftob00,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Key variables by type of farming (1-digit), economic size of farm (ESU) and objective zone 2000",2009-03-27,2023-12-21,2000,2005,82928
ef_ov_kvftob99,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Key variables by type of farming (1-digit), economic size of farm (ESU) and objective zone 1999",2009-03-27,2023-12-21,2000,2000,27584
ef_ov_kvftaa,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Key variables by type of farming (2-digit) and size of farm (UAA),2009-03-27,2023-12-21,1990,2007,198098
ef_ov_kvftesu,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Key variables by type of farming (2-digit) and economic size of farm (ESU),2009-03-27,2023-12-21,2000,2007,134890
ef_ov_kvftreg,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Key variables by type of farming (2-digit) and NUTS 2 region,2009-03-27,2023-12-21,2000,2007,133474
ef_ov_lusum,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Land use: number of farms and areas by size of farm (UAA) and LFA status,2009-07-17,2023-12-21,1990,2007,242540
ef_ov_luob00,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Land use: number of farms and areas by size of farm (UAA) and objective zone 2000,2009-03-27,2023-12-21,2000,2005,73978
ef_ov_luob99,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Land use: number of farms and areas by size of farm (UAA) and objective zone 1999,2009-03-27,2023-12-21,2000,2003,27938
ef_ov_luft,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Land use: number of farms and areas by type of farming (2-digit) and economic size of farm (ESU),2009-03-27,2023-12-21,2000,2007,2265211
ef_ov_lssum,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Livestock: number of farms and heads by size of farm (UAA) and LFA status,2009-07-17,2023-12-21,1990,2007,98977
ef_ov_lsob00,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Livestock: number of farms and heads by size of farm (UAA) and objective zone 2000,2009-03-27,2023-12-21,2000,2003,8556
ef_ov_lsob99,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Livestock: number of farms and heads by size of farm (UAA) and objective zone 1999,2009-03-27,2023-12-21,2000,2003,10216
ef_ov_lsft,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Livestock: number of farms, heads and LSU by type of farming (2-digit) and economic size of farm (ESU)",2009-03-27,2023-12-21,2000,2007,1004141
ef_ov_lfsum,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Labour force: number of persons and farm work (AWU) by size of farm (UAA) and LFA status,2009-07-17,2023-12-21,1990,2007,49790
ef_ov_lfob00,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Labour force: number of persons and farm work (AWU) by size of farm (UAA) and objective zone 2000,2009-03-27,2023-12-21,2000,2003,6320
ef_ov_lfob99,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Labour force: number of persons and farm work (AWU) by size of farm (UAA) and objective zone 1999,2009-03-27,2023-12-21,2000,2003,7060
ef_ov_lfft,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Labour force: number of persons and farm work (AWU) by type of farming (2-digit) and economic size of farm (ESU),2009-03-27,2023-12-21,2000,2007,445276
ef_lu_ovcropaa,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Farmland: number of farms and areas by size of farm (UAA) and NUTS 2 region,2009-03-27,2023-12-21,1990,2007,1969784
ef_lu_ovcropesu,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Farmland: number of farms and areas by economic size of farm (ESU) and NUTS 2 region,2009-03-27,2023-12-21,1990,2007,1959788
ef_lu_alarable,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Arable crops: number of farms and areas by size of farm (UAA) and size of arable area,2009-03-27,2023-12-21,1990,2007,239808
ef_lu_alcereal,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Cereals: number of farms, areas and combine harvestors by size of farm (UAA) and size of cereal area",2009-03-27,2023-12-21,1990,2007,248256
ef_lu_alwheat,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Common wheat: number of farms and area by size of farm (UAA) and size of common wheat area,2009-03-27,2023-12-21,1990,2007,85056
ef_lu_albarley,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Barley: number of farms and area by size of farm (UAA) and size of barley area,2009-03-27,2023-12-21,1990,2007,85616
ef_lu_almaize,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Grain maize: number of farms and area by size of farm (UAA) and size of grain maize area,2009-03-27,2023-12-21,1990,2007,67208
ef_lu_alpotat,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Potatoes: number of farms and area by size of farm (UAA) and size of potato area,2009-03-27,2023-12-21,1990,2007,74310
ef_lu_alsbeet,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Sugar beet: number of farms and area by size of farm (UAA) and size of sugar beet area,2009-03-27,2023-12-21,1990,2007,52110
ef_lu_aliplant,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Industrial plants: number of farms and areas by size of farm (UAA) and size of industrial plant area,2009-03-27,2023-12-21,1990,2007,279230
ef_lu_alvegout,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Vegetables, melons, strawberries and greenhouses: number of farms and areas by size of farm (UAA) and size of vegetable, melon and strawberry outdoor area",2009-03-27,2023-12-21,1990,2007,191916
ef_lu_alvegglas,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Vegetables, melons, strawberries and greenhouses: number of farms and areas by size of farm (UAA) and size of vegetable, melon and strawberry area under glass",2009-03-27,2023-12-21,1990,2007,175370
ef_lu_alflower,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Flowers and ornamental plants: number of farms and areas by size of farm (UAA) and size of flower and ornamental plant area,2009-03-27,2023-12-21,1990,2007,15510
ef_lu_pcgeo,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Permanent crops: number of farms and areas by size of farm (UAA) and size of permanent crop area,2009-03-27,2023-12-21,1990,2007,383730
ef_lu_pcreg,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Permanent crops: number of farms and areas by size of farm (UAA), size of permanent crop area and NUTS 2 region",2009-03-27,2023-12-21,1990,2007,492194
ef_lu_pcfruit,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Fruit and berry plantations: number of farms and areas by size of farm (UAA) and size of fruit and berry plantation area,2009-03-27,2023-12-21,1990,2007,135380
ef_lu_pcolive,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Olive plantations: number of farms and areas by size of farm (UAA) and size of olive plantation area,2009-03-27,2023-12-21,1990,2007,42710
ef_lu_pcvine,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Vineyards: number of farms and areas by size of farm (UAA) and size of vineyard area,2009-03-27,2023-12-21,1990,2007,94878
ef_lu_ofgrass,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Permanent grassland: number of farms and areas by size of farm (UAA) and size of permanent grassland area,2009-03-27,2023-12-21,1990,2007,77892
ef_lu_ofsetasid,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Fallow land and set-aside land: number of farms and areas by size of farm (UAA) and size of arable area,2009-03-27,2023-12-21,1990,2007,255694
ef_lu_ofirrig,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Irrigation: number of farms, areas and equipment by size of farm (UAA) and NUTS 2 region",2009-03-27,2023-12-21,1990,2007,21949
ef_lu_ofglass,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Crops under glass: number of farms and areas by size of farm (UAA) and size of crops under glass area,2009-03-27,2023-12-21,1990,2007,131048
ef_lu_ofwood,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Other land: number of farms and areas by size of farm (UAA) and size of wooded area,2009-03-27,2023-12-21,1990,2007,145590
ef_ls_ovaareg,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Livestock: number of farms and heads by size of farm (UAA) and NUTS 2 region,2009-03-27,2023-12-21,1990,2007,761128
ef_ls_ovlsureg,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Livestock: number of farms and heads by livestock units (LSU) of farm and NUTS 2 region,2009-03-27,2023-12-21,1990,2007,759761
ef_ls_ovesu,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Livestock: number of farms and heads by economic size of farm (ESU) and NUTS 2 region,2009-03-27,2023-12-21,1990,2007,757142
ef_ls_gzcatl,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Cattle: number of farms and heads by size of farm (UAA) and size of cattle herd,2009-03-27,2023-12-21,1990,2007,269211
ef_ls_gzcatllsu,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Cattle: number of farms and heads by size of farm (UAA) and livestock units (LSU) of farm,2009-03-27,2023-12-21,1990,2007,307346
ef_ls_gzdcow,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Dairy cows: number of farms and heads by size of farm (UAA) and size of dairy herd,2009-03-27,2023-12-21,1990,2007,247649
ef_ls_gzocow,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Other cows: number of farms and heads by size of farm (UAA) and size of other cow herd,2009-03-27,2023-12-21,1990,2007,236827
ef_ls_gzsheep,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Sheep: number of farms and heads by size of farm (UAA) and size of sheep flock,2009-03-27,2023-12-21,1990,2007,116073
ef_ls_gzgoat,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Goats: number of farms and heads by size of farm (UAA) and size of goat herd,2009-03-27,2023-12-21,1990,2007,85340
ef_ls_gzforage,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Fodder crops: number of farms and areas by size of farm (UAA) and size of fodder crops area,2009-03-27,2023-12-21,1990,2007,194398
ef_ls_gvsows,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Pigs: number of farms and heads by size of farm (UAA) and size of breeding sow herd,2009-03-27,2023-12-21,1990,2007,128862
ef_ls_gvopig,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Pigs: number of farms and heads by size of farm (UAA) and size of other pig herd,2009-03-27,2023-12-21,1990,2007,130626
ef_ls_gvbroiler,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Poultry: number of farms and heads by size of farm (UAA) and size of broiler flock,2009-03-27,2023-12-21,1990,2007,105121
ef_ls_gvlayhen,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Poultry: number of farms and heads by size of farm (UAA) and size of laying hen flock,2009-03-27,2023-12-21,1990,2007,106661
ef_so_lfaa,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Labour force: number of persons and farm work (AWU) by sex of worker, category of worker, legal status of holding, size of farm (UAA) and NUTS 2 region",2009-04-15,2023-12-21,1990,2007,1714420
ef_so_lfesu,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Labour force: number of persons and farm work (AWU) by sex of worker, category of worker, legal status of holding, economic size of farm (ESU) and NUTS 2 region",2009-04-15,2023-12-21,1990,2007,1676077
ef_so_lfage,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Labour force: number of persons and farm work (AWU) by age of worker, category of worker and size of farm (UAA)",2009-04-23,2023-12-21,1990,2007,80750
ef_so_lfwtime,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Labour force: number of persons and farm work (AWU) by working time (% AWU), category of worker and size of farm (UAA)",2009-03-27,2024-10-11,1990,2007,133185
ef_so_lfsexage,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Family labour force: number of persons and farm work (AWU) by sex of worker, age of worker and size of farm (UAA)",2009-03-27,2023-12-21,1990,2007,37939
ef_so_rdaa,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Other activities on the holding: number of farms, agricultural area and economic size (ESU) by legal status of holding and size of farm (UAA)",2009-03-27,2023-12-21,2000,2007,87468
ef_so_rdft,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Other activities on the holding: number of farms, agricultural area and economic size (ESU) by legal status of holding, type of farming (1-digit) and economic size of farm (ESU)",2009-03-27,2023-12-21,2000,2007,728460
ef_so_rdsexage,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes","Other activities on the holding: number of farms, agricultural area and economic size (ESU) by age of holder and sex of holder",2009-03-27,2023-12-21,2000,2007,56565
ef_so_rdlfoga,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Family labour force with other gainful activity: number of persons by size of farm (UAA),2009-03-27,2023-12-21,1990,2007,20862
ef_so_mplegper,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Holder-manager relationship: selected variables by size of farm (UAA) (2000-2007),2009-03-27,2023-12-21,1990,2007,124186
ef_so_mptenure,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Type of tenure: number of farms and areas by size of farm (UAA) and NUTS 2 region (1990-2007),2009-03-27,2023-12-21,1990,2007,111860
ef_so_mptrain,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Agricultural training of farm managers: selected variables by economic size of farm (ESU) (1990-2005),2009-03-27,2023-12-21,1990,2005,10555
ef_so_mporg,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Organic farming: selected variables by size of farm (UAA) and NUTS 2 region (2000-2007),2009-04-18,2023-12-21,2000,2007,98860
ef_so_mpmachin,"Farm structure - 1988 legislation (1990-2007) > Farm structure > Agriculture > Agriculture, forestry and fisheries > Database by themes",Farm machinery: number of farms and machines by size of farm (UAA) (1990-2005),2009-03-27,2023-12-21,1990,2005,15555
apro_cpsh1,"Crops > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Crop production in EU standard humidity,2026-03-09,2026-01-15,2000,2026,378465
apro_cpshr,"Crops > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Crop production in EU standard humidity by NUTS 2 region,2026-02-12,2024-07-01,2000,2024,1529750
apro_cpnh1,"Crops > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Crop production in national humidity,2026-03-09,2026-01-15,2000,2026,361363
apro_cpnhr,"Crops > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Crop production in national humidity by NUTS 2 region,2026-02-12,2024-07-01,2000,2024,919519
apro_cpnh1_h,"Crops > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Crop production - historical data (1955-1999),2023-08-01,2023-12-21,1950,1999,148114
apro_cpnhr_h,"Crops > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Crop production by NUTS 2 region - historical data (1975-1999),2023-08-01,2024-01-10,1975,1999,854708
apro_mt_pwgtm,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Slaughtering in slaughterhouses - monthly data,2026-03-18,2026-02-23,1950-01,2026-01,530146
apro_mt_pann,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Slaughtering in slaughterhouses - annual data,2026-03-12,2026-01-23,1950,2025,95430
apro_mt_pslothm,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes","Estimates of slaughtering, other than in slaughterhouses - monthly data",2026-03-19,2026-03-18,2009-09,2026-01,55537
apro_mt_sloth,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes","Estimates of slaughtering, other than in slaughterhouses - annual data",2026-03-19,2026-01-30,2009,2025,14494
apro_mt_pheadm,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Meat production and foreign trade - monthly data,2026-03-19,2026-02-23,1950-01,2026-01,1173078
apro_mt_ppighq,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Production forecasts for pigs - quarterly data,2026-03-12,2026-03-04,1995-Q1,2026-Q4,3575
apro_mt_pcatlhs,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes","Production forecasts for bovines, sheep and goats - bi-annual data",2026-03-16,2026-03-04,1993-S1,2027-S1,13263
apro_mt_lscatl,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Bovine population,2026-03-18,2026-03-18,1959,2025,46315
apro_mt_lspig,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Pig population,2026-03-18,2026-03-18,1969,2025,34315
apro_mt_lssheep,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Sheep population,2026-03-18,2026-03-18,1960,2025,4758
apro_mt_lsgoat,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Goats population,2026-03-18,2026-03-18,1960,2025,3929
agr_r_animal,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Animal populations by NUTS 2 region,2025-07-22,2025-07-03,1977,2024,444229
apro_ec_lshen,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Laying hens population - annual data (1960-2012),2013-03-01,2024-07-02,1960,2012,681
apro_ec_egghen,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Production of eggs for consumption and number of laying hens (2013-2024),2025-11-24,2025-09-02,2013,2024,1448
apro_mt_lsequi,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Livestock - Equidae - annual data (1960-1997),2009-03-27,2024-07-02,1960,1997,1057
apro_mt_strcatl,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes","Cattles - total, dairy cow and other cows (1973-2007)",2013-05-21,2023-12-21,1973,2007,25576
apro_mt_strpig,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes","Pigs - total, fattening pigs and sows (1973-2007)",2013-05-21,2023-12-21,1973,2007,21397
apro_mt_strgoat,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Goats (1993-2007),2013-05-21,2023-12-21,1993,2007,2759
apro_mt_strshe,"Animal production > Agricultural production > Agriculture > Agriculture, forestry and fisheries > Database by themes",Sheep (1993-2007),2013-05-21,2023-12-21,1993,2007,6147
nrg_dhdc_cpl,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes","Capacities, productions and losses in district networks by type of network and type of plant",2026-02-19,2026-02-05,2016,2024,4619
nrg_dhdc_e,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes","Energy removed from district networks by customers, type of networks and efficiency of network",2026-02-19,2026-02-17,2016,2024,2176
nrg_dhdc_n,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Number and length of district networks by type of network and efficiency of network,2026-02-19,2026-02-17,2016,2024,1171
nrg_dhdc_c,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Customers by type of district network and efficiency of network,2026-02-19,2026-02-17,2016,2024,541
nrg_chp_cpfe,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes","Capacities, production, fuel used and energy savings in combined heat and power (CHP) by type of plant, generation technologies and primary energy savings levels",2025-09-26,2025-09-26,2017,2023,60923
nrg_chp_n,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes","Number of combined heat and power (CHP) units by type of plant, generation technologies and primary energy savings levels",2026-02-02,2026-02-02,2017,2023,4514
nrg_chp_f,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Fuel used in combined heat and power,2026-02-02,2026-02-02,2017,2023,4319
nrg_ti_sff,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Imports of solid fossil fuels by partner country,2026-02-02,2026-02-02,1990,2024,3277601
nrg_ti_oil,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Imports of oil and petroleum products by partner country,2026-03-11,2026-02-02,1990,2024,8912906
nrg_ti_gas,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Imports of natural gas by partner country,2026-03-09,2026-02-02,1990,2024,935833
nrg_ti_bio,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Imports of biofuels by partner country,2026-03-16,2026-02-02,1990,2024,1401343
nrg_ti_eh,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Imports of electricity and derived heat by partner country,2026-03-17,2026-02-02,1990,2024,465315
nrg_ti_h2,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes","Imports of hydrogen, ammonia and e-fuels",2026-02-06,2026-01-30,2022,2024,16738
nrg_te_sff,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Exports of solid fossil fuels by partner country,2026-02-02,2026-02-02,1990,2024,3277690
nrg_te_oil,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Exports of oil and petroleum products by partner country,2026-03-11,2026-02-02,1990,2024,8915304
nrg_te_gas,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Exports of natural gas by partner country,2026-03-09,2026-02-02,1990,2024,935830
nrg_te_bio,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Exports of biofuels by partner country,2026-03-16,2026-02-02,1990,2024,1401201
nrg_te_eh,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Exports of electricity and derived heat by partner country,2026-03-17,2026-02-02,1990,2024,465297
nrg_te_h2,"Energy statistics - quantities, annual data > Energy statistics - quantities > Energy > Environment and energy > Database by themes","Exports of hydrogen, ammonia and e-fuels",2026-02-06,2026-01-30,2022,2024,16744
nrg_ti_oilm,"Energy statistics - quantities, monthly data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Imports of oil and petroleum products by partner country - monthly data,2026-03-13,2026-03-06,2008-01,2026-01,22861785
nrg_ti_gasm,"Energy statistics - quantities, monthly data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Imports of natural gas by partner country - monthly data,2026-03-20,2026-03-06,2008-01,2026-02,2445113
nrg_ti_coifpm,"Energy statistics - quantities, monthly data > Energy statistics - quantities > Energy > Environment and energy > Database by themes",Crude oil imports by field of production - monthly data,2026-03-19,2026-02-25,2005-01,2026-01,4081666
