strike,forward,maturity,moneyness,moneyness_ttm,ttm,implied_vol,price,price_bp,forward_price,type,side,open_interest,volume
60000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.16457826594150246,-0.3202394677720892,0.2641163297969342,0.5566342246650561,0.046,460.0,3253.7525,put,ask,4251.4,22446.43
62000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.1317884431185116,-0.25643641729574007,0.2641163297969342,0.5389606100872025,0.053,530.0,3748.88875,put,bid,794.3,9667.35
62000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.1317884431185116,-0.25643641729574007,0.2641163297969342,0.5448442759635067,0.054,540.0,3819.6225,put,ask,794.3,9667.35
64000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.1000397448039313,-0.1946592063587161,0.2641163297969342,0.5305266691341286,0.0625,625.0,4420.859375,put,bid,84.5,13557.15
64000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.1000397448039313,-0.1946592063587161,0.2641163297969342,0.536059225064294,0.0635,635.0,4491.593125,put,ask,84.5,13557.15
65000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.08453555826796609,-0.16449087024147047,0.2641163297969342,0.5254766917340946,0.0675,675.0,4774.528125,put,bid,1244.5,908.57
65000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.08453555826796609,-0.16449087024147047,0.2641163297969342,0.5335605028116889,0.069,690.0,4880.62875,put,ask,1244.5,908.57
66000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.0692680861371776,-0.13478313744079348,0.2641163297969342,0.5216429501854818,0.073,730.0,5163.56375,put,bid,514.1,16816.12
66000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.0692680861371776,-0.13478313744079348,0.2641163297969342,0.5269095080691161,0.074,740.0,5234.2975,put,ask,514.1,16816.12
68000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.03941512298749644,-0.07669468344121302,0.2641163297969342,0.5147059765189033,0.085,850.0,6012.36875,put,bid,1085.9,27806.64
68000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.03941512298749644,-0.07669468344121302,0.2641163297969342,0.5197801052934217,0.086,860.0,6083.1025,put,ask,1085.9,27806.64
70000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.010427586114244146,-0.02029019207530173,0.2641163297969342,0.5094132967121381,0.0985,985.0,6967.274375,put,bid,1972.4,231545.68
70000.0,70733.75,2026-06-26T08:00:00.000+00:00,-0.010427586114244146,-0.02029019207530173,0.2641163297969342,0.5118879155579068,0.099,990.0,7002.64125,put,ask,1972.4,231545.68
72000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.01774329085245207,0.034525227171455744,0.2641163297969342,0.5076227177110494,0.096,960.0,6790.44,call,bid,1010.3,196302.62
72000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.01774329085245207,0.034525227171455744,0.2641163297969342,0.51006626940878,0.0965,965.0,6825.806875,call,ask,1010.3,196302.62
74000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.04514226504056663,0.08783866355570907,0.2641163297969342,0.4994919551950048,0.083,830.0,5870.90125,call,bid,179.7,0.0
74000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.04514226504056663,0.08783866355570907,0.2641163297969342,0.5068156340785557,0.0845,845.0,5977.001875,call,ask,179.7,0.0
75000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.05856528537270737,0.1139574275520837,0.2641163297969342,0.49821150497713806,0.0775,775.0,5481.865625,call,bid,1295.5,0.0
75000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.05856528537270737,0.1139574275520837,0.2641163297969342,0.5031128949362687,0.0785,785.0,5552.599375,call,ask,1295.5,0.0
76000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.07181051212272785,0.13973023747131597,0.2641163297969342,0.4955573590270482,0.072,720.0,5092.83,call,bid,412.9,0.0
76000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.07181051212272785,0.13973023747131597,0.2641163297969342,0.5029580834712456,0.0735,735.0,5198.930625,call,ask,412.9,0.0
78000.0,70733.75,2026-06-26T08:00:00.000+00:00,0.09778599852598861,0.19027382470207485,0.2641163297969342,0.4936551382196613,0.0625,625.0,4420.859375,call,bid,577.1,0.0
